1,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,1,2
2,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,2,4
3,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,3,6
4,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,4,10
5,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,5,18
6,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,6,32
7,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,7,60
8,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,8,114
9,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,9,172
10,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,10,227
11,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,11,241
12,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,12,265
13,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,13,291
14,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,14,340
15,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,15,364
16,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,16,396
17,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,17,421
18,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,18,438
19,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,19,448
20,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,20,464
21,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,21,474
22,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,22,481
23,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,23,490
24,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,24,496
25,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,25,499
26,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,26,502
27,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,27,503
28,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,28,504
29,1,0.1298635,9300000,767.96,28.0,64931.46,10.46296,29,504
30,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,1,2
31,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,2,9
32,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,3,16
33,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,4,20
34,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,5,33
35,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,6,40
36,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,7,53
37,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,8,66
38,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,9,80
39,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,10,101
40,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,11,128
41,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,12,153
42,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,13,177
43,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,14,193
44,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,15,208
45,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,16,233
46,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,17,254
47,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,18,269
48,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,19,281
49,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,20,292
50,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,21,295
51,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,22,302
52,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,23,306
53,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,24,313
54,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,25,318
55,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,26,326
56,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,27,328
57,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,28,331
58,2,0.1495195,24237800,3823.0,31.236305,135305.25,7.881944,29,333
59,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,1,5
60,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2,9
61,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,3,27
62,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,4,57
63,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,5,75
64,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,6,110
65,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,7,132
66,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,8,147
67,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,9,165
68,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,10,206
69,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,11,237
70,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,12,262
71,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,13,300
72,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,14,337
73,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,15,365
74,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,16,388
75,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,17,411
76,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,18,426
77,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,19,446
78,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,20,468
79,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,21,486
80,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,22,505
81,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,23,518
82,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,24,529
83,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,25,537
84,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,26,544
85,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,27,551
86,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,28,553
87,3,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,29,555
88,4,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,1,1
89,4,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2,1
