29.0,1.0,0.1298635,9300000.0,767.96,28.0,64931.46,10.46296,29.0,504.0,0.0
58.0,2.0,0.1495195,24237800.0,3823.0,31.236305,135305.25,7.881944,29.0,333.0,2.0
87.0,3.0,0.144712,31017900.0,376.4217,29.570997,66218.31,9.388889,29.0,555.0,2.0
116.0,4.0,0.151736954,4410824.0,187.7444534,33.346541,49223.98089,12.61111111,29.0,545.0,91.0
145.0,5.0,0.197536651,1039073.0,44.00396644,32.128237,38205.0552,11.5,29.0,153.0,33.0
174.0,6.0,0.203805089,447138.0,33.24824703,32.91891,14988.89991,11.77777778,29.0,51.0,10.0
203.0,7.0,0.172901313,68114.0,28.23545319,34.277696,43653.14857,7.388888889,29.0,26.0,1.0
232.0,8.0,0.138298836,1666753.0,785.6832595,37.648081,78202.36411,9.722222222,29.0,270.0,14.0
261.0,9.0,0.15774703,1150215.0,554.1136063,37.919479,67153.39576,10.0,29.0,175.0,7.0
290.0,10.0,0.122800684,994400.0,64.1727054,36.761006,43476.03095,5.722222222,29.0,43.0,12.0
319.0,11.0,0.178774391,136373.0,12.91606719,40.706673,45137.04097,6.722222222,29.0,18.0,0.0
348.0,12.0,0.136158978,10105518.0,815.8638686,34.196398,70812.40055,9.722222222,29.0,2136.0,318.0
377.0,13.0,0.13985362,157672.0,28.21027302,37.210039,45128.4967,6.055555556,29.0,15.0,4.0
406.0,14.0,0.147643354,3185968.0,1293.308029,33.675687,72470.98774,12.77777778,29.0,431.0,28.0
435.0,15.0,0.195615403,393149.0,102.3629392,39.062032,55284.88009,5.055555556,29.0,53.0,9.0
464.0,16.0,0.14408685,2450758.0,130.6077416,33.729828,32290.63697,12.05555556,29.0,233.0,38.0
493.0,17.0,0.141209948,1540975.0,602.8603723,38.450011,54917.50115,10.44444444,29.0,164.0,0.0
522.0,18.0,0.128979313,61537.0,17.44036876,36.610702,39737.69265,8.277777778,29.0,14.0,0.0
551.0,19.0,0.140413667,3343364.0,284.8047216,33.023604,65709.95228,10.72222222,29.0,515.0,31.0
580.0,20.0,0.156513322,883305.0,1467.804992,37.727239,184381.4059,10.61111111,29.0,340.0,32.0
609.0,21.0,0.161031519,769545.0,399.4481731,37.414664,136955.1928,9.944444444,29.0,277.0,3.0
638.0,22.0,0.134772421,1937570.0,570.7892181,37.220777,164185.6003,8.944444444,29.0,646.0,55.0
667.0,23.0,0.164543946,274255.0,173.737727,37.012488,50384.49854,9.666666667,29.0,41.0,2.0
696.0,24.0,0.208581426,180040.0,18.07164835,40.760522,42509.32919,5.388888889,29.0,4.0,0.0
725.0,25.0,0.157699111,446610.0,190.72743,38.267226,52059.32853,10.27777778,29.0,34.0,0.0
754.0,26.0,0.197450904,499942.0,107.958139,38.532574,57785.84,9.444444444,29.0,58.0,4.0
783.0,27.0,0.155572425,850967.0,147.9114216,34.358742,63166.50237,8.166666667,29.0,109.0,11.0
812.0,28.0,0.124927407,220408.0,83.17615994,38.679268,62365.678,10.05555556,29.0,16.0,0.0
841.0,29.0,0.130625062,651215.0,314.7497447,39.644632,67070.58286,-0.722222222,29.0,241.0,37.0
870.0,30.0,0.117539345,716492.0,1815.785006,39.761849,96332.94738,0.277777778,29.0,408.0,41.0
899.0,31.0,0.119422013,342776.0,160.8569779,39.326435,44832.94509,-0.888888889,29.0,102.0,10.0
928.0,32.0,0.115578346,54993.0,12.58113252,39.630638,61230.61295,-5.666666667,29.0,187.0,5.0
957.0,33.0,0.127564943,713856.0,130.6142689,38.827383,46292.38634,-0.777777778,29.0,214.0,30.0
986.0,34.0,0.129653253,17246.0,2.068369184,38.669679,58923.49101,-6.777777778,29.0,79.0,1.0
1015.0,35.0,0.164549414,580233.0,290.7514191,39.58646,50517.37833,-1.111111111,29.0,213.0,31.0
1044.0,36.0,0.156733748,350518.0,52.31657996,40.663091,47053.4521,-4.055555556,29.0,84.0,5.0
1073.0,37.0,0.158841223,943823.0,435.1925153,41.228103,82633.93588,-2.444444444,29.0,1245.0,337.0
