城市编号,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
比例,0,8.25E-08,6.45E-08,2.06E-05,3.18E-05,2.24E-05,1.47E-05,8.40E-06,6.09E-06,1.21E-05,0,3.15E-05,2.54E-05,8.79E-06,2.29E-05,1.55E-05,0,0,9.27E-06,3.62E-05,3.90E-06,2.84E-05,7.29E-06,0,0,8.00E-06,1.29E-05,0,5.68E-05,5.72E-05,2.92E-05,9.09E-05,4.20E-05,5.80E-05,5.34E-05,1.43E-05,0.000357058,0.000121472,1.48E-05,9.84E-05,0,4.17E-05,4.23E-05,2.32E-05,1.32E-05,1.17E-05,4.82E-06,1.85E-06,5.13E-06,2.23E-05,2.58E-05,2.78E-05,2.92E-05,1.88E-05,0,2.36E-05,5.68E-05,3.57E-05,1.02E-05,4.48E-05,0,1.51E-05,0.000134391,0,0.000160602,1.87E-05,1.62E-05,0,7.46E-05,7.19E-05,3.64E-05,0.000121619,9.64E-05,0,2.64E-05,0,4.69E-05,1.69E-05,0.000123496,3.92E-05,0.00013299,2.53E-05,7.88E-06,4.37E-05,5.61E-05,0.000253269,0.000123951,8.61E-05,8.22E-05,5.54E-05,0.000120711,0.000221222,1.41E-05,7.27E-06,2.31E-05,5.29E-06,0,3.81E-05,3.01E-05,1.11E-05,4.53E-05,0.000353371,6.06E-05,0.000300269,0.000143236,0.000443067,0.000275953,1.18E-05,3.33E-05,0,0.000668462,0.001843801,0.000961022,5.21E-05,0.000597532,0.000285556,0.000665556,1.37E-05,5.28E-06,4.93E-06,3.38E-05,0,1.19E-05,5.63E-05,1.08E-05,6.17E-06,1.56E-05,0,5.01E-05,2.96E-05,4.32E-05,1.23E-05,2.35E-05,0,2.34E-05,5.25E-05,8.85E-05,0.000171084,9.29E-05,5.49E-05,1.95E-05,0,2.22E-05,9.15E-05,4.19E-05,1.27E-05,0.000211831,0,0,2.07E-05,8.95E-06,2.60E-05,9.30E-05,1.27E-05,2.59E-05,5.97E-06,1.86E-05,1.78E-05,0,1.72E-05,3.38E-06,5.28E-06,2.84E-05,3.12E-05,2.81E-05,3.79E-05,2.78E-05,1.72E-05,1.66E-05,6.16E-05,0.000142079,3.15E-05,3.76E-05,2.59E-05,0,3.93E-05,3.12E-05,6.20E-05,2.03E-05,0,2.20E-05,9.24E-05,1.41E-05,0,2.85E-05,1.68E-05,4.37E-05,1.52E-05,3.88E-05,2.06E-05,8.81E-06,0,5.33E-05,0.000256674,0.000120161,7.89E-05,0,0,2.73E-05,0.000190207
得分,0,0.004475307,0.003497064,1.118942306,1.722478901,1.212954335,0.796250368,0.455557101,0.330069233,0.654494741,0,1.706689713,1.375914494,0.476653353,1.241570442,0.840948109,0,0,0.502879652,1.964831537,0.21143324,1.539541211,0.395513646,0,0,0.433936717,0.701077448,0,3.081508425,3.103548538,1.582251894,4.93115465,2.279274708,3.144833442,2.897645814,0.773652103,19.3653511,6.588156135,0.803624258,5.336691741,0,2.259071873,2.292735201,1.255747637,0.717161082,0.631883185,0.261668641,0.100505527,0.278052444,1.209614718,1.398098447,1.507090939,1.584863079,1.019393232,0,1.280409465,3.081314758,1.935564138,0.553839059,2.427434054,0,0.818405599,7.288778059,0,8.710403344,1.01524098,0.878824862,0,4.047507988,3.89697304,1.975419379,6.596128361,5.226615871,0,1.434240316,0,2.541359927,0.915054915,6.697927426,2.124194065,7.212834258,1.374829948,0.427127514,2.370249767,3.041901836,13.73623264,6.722555909,4.668799464,4.459497833,3.002804017,6.546882686,11.99816035,0.766447213,0.394291616,1.2512459,0.287022637,0,2.065758066,1.630328761,0.604056284,2.455886503,19.16537024,3.287874134,16.28531582,7.768495867,24.03008653,14.96650549,0.639289437,1.807185235,0,36.2545426,100,52.12178458,2.827689813,32.40760764,15.48735253,36.09696202,0.741544149,0.286129995,0.26759984,1.83446629,0,0.64548397,3.052204415,0.58384922,0.334602983,0.847451992,0,2.717174823,1.603352328,2.345379116,0.668027264,1.272632929,0,1.270382328,2.849085584,4.801744267,9.278897795,5.039990647,2.978600593,1.057722863,0,1.202552759,4.961196262,2.27451447,0.691148404,11.48880952,0,0,1.124780637,0.485422742,1.409562056,5.042419227,0.6879747,1.404290293,0.323748774,1.007499541,0.963753831,0,0.934976767,0.183562373,0.286145572,1.542046997,1.692495213,1.522151989,2.055069564,1.508127443,0.933146326,0.900446357,3.343382737,7.705772797,1.709344686,2.040069172,1.40712953,0,2.12975995,1.692145377,3.364429029,1.099987781,0,1.193129679,5.012820858,0.763857576,0,1.54697173,0.912817249,2.371796449,0.824137431,2.10617913,1.115473267,0.478021114,0,2.88826273,13.92089259,6.517013722,4.278300185,0,0,1.482477967,10.31603669
